0,0
1,6
2,1
3,5
4,1
5,1
6,2
7,7
8,1
9,1
10,5
11,2
12,0
13,1
14,1
15,9
16,5
17,9
18,9
19,0
20,1
21,8
22,3
23,1
24,0
25,0
26,9
27,4
28,8
29,4
30,0
31,4
32,9
33,5
34,1
35,8
36,8
37,5
38,9
39,5
40,8
41,1
42,0
43,9
44,0
45,1
46,1
47,9
48,5
49,0
50,9
51,8
52,5
53,1
54,0
55,5
56,9
57,0
58,5
59,8
60,0
61,0
62,9
63,9
64,7
65,2
66,1
67,2
68,0
69,1
70,1
71,1
72,9
73,0
74,5
75,9
76,9
77,1
78,3
79,5
80,8
81,9
82,8
83,9
84,0
85,9
86,7
87,0
88,5
89,1
90,5
91,4
92,0
93,4
94,1
95,6
96,3
97,8
98,9
99,0
100,5
101,1
102,1
103,4
104,1
105,1
106,1
107,9
108,9
109,9
110,6
111,9
112,1
113,7
114,9
115,9
116,1
117,7
118,5
119,1
120,1
121,0
122,9
123,8
124,9
125,1
126,0
127,1
128,9
129,5
130,7
131,7
132,0
133,1
134,9
135,1
136,0
137,1
138,1
139,1
140,9
141,1
142,9
143,1
144,0
145,8
146,1
147,3
148,0
149,1
150,9
151,0
152,0
153,9
154,8
155,9
156,9
157,1
158,5
159,8
160,9
161,5
162,2
163,1
164,0
165,5
166,1
167,1
168,6
169,9
170,1
171,8
172,9
173,6
174,9
175,1
176,3
177,5
178,1
179,1
180,1
181,9
182,9
183,1
184,4
185,5
186,0
187,1
188,1
189,1
190,8
191,9
192,0
193,1
194,0
195,8
196,1
197,9
198,0
199,1
200,1
201,1
202,5
203,0
204,9
205,9
206,1
207,1
208,4
209,0
210,9
211,5
212,9
213,5
214,1
215,0
216,1
217,9
218,5
219,5
220,1
221,9
222,8
223,5
224,1
225,2
226,6
227,9
228,0
229,9
230,9
231,1
232,6
233,9
234,4
235,5
236,5
237,9
238,4
239,9
240,5
241,5
242,9
243,0
244,0
245,8
246,9
247,9
248,9
249,9
250,0
251,9
252,9
253,3
254,0
255,1
256,1
257,1
258,0
259,9
260,9
261,1
262,1
263,0
264,1
265,6
266,0
267,0
268,1
269,9
270,0
271,0
272,3
273,0
274,8
275,5
276,8
277,9
278,7
279,1
280,1
281,0
282,9
283,0
284,1
285,8
286,1
287,1
288,8
289,1
290,4
291,8
292,9
293,8
294,5
295,1
296,9
297,5
298,1
299,9
300,9
301,1
302,1
303,9
304,1
305,1
306,1
307,1
308,9
309,9
310,1
311,1
312,1
313,1
314,5
315,9
316,1
317,0
318,8
319,9
320,7
321,0
322,9
323,2
324,9
325,9
326,0
327,1
328,2
329,8
330,1
331,0
332,5
333,8
334,0
335,9
336,9
337,5
338,5
339,5
340,1
341,8
342,4
343,1
344,9
345,8
346,1
347,5
348,9
349,1
350,1
351,3
352,5
353,9
354,0
355,9
356,0
357,8
358,1
359,1
360,2
361,9
362,8
363,1
364,5
365,8
366,3
367,0
368,5
369,0
370,1
371,0
372,9
373,9
374,9
375,0
376,1
377,8
378,3
379,1
380,9
381,8
382,9
383,8
384,1
385,8
386,1
387,9
388,9
389,5
390,5
391,0
392,5
393,0
394,8
395,9
396,8
397,9
398,4
399,6
400,1
401,9
402,7
403,6
404,8
405,5
406,0
407,4
408,0
409,4
410,9
411,5
412,5
413,1
414,8
415,5
416,1
417,8
418,2
419,5
420,5
421,9
422,9
423,1
424,0
425,8
426,9
427,9
428,5
429,8
430,1
431,5
432,9
433,6
434,9
435,1
436,5
437,0
438,1
439,9
440,1
441,1
442,1
443,5
444,1
445,9
446,4
447,9
448,5
449,9
450,0
451,5
452,8
453,1
454,1
455,3
456,9
457,1
458,9
459,9
460,0
461,1
462,1
463,9
464,9
465,4
466,1
467,9
468,1
469,9
470,0
471,0
472,1
473,1
474,1
475,0
476,2
477,6
478,9
479,0
480,0
481,9
482,9
483,4
484,5
485,4
486,5
487,4
488,0
489,1
490,9
491,4
492,9
493,1
494,9
495,4
496,5
497,1
498,3
499,1
500,9
501,9
502,9
503,9
504,9
505,0
506,5
507,5
508,2
509,4
510,1
511,1
512,1
513,5
514,6
515,1
516,7
517,8
518,9
519,1
