0,25
1,13
2,22
3,2
4,18
5,17
6,11
7,22
8,13
9,20
10,19
11,9
12,11
13,9
14,4
15,5
16,6
17,3
18,2
19,12
20,4
21,0
22,9
23,17
24,9
25,1
26,22
27,20
28,23
29,24
30,25
31,23
32,19
33,14
34,20
35,24
36,18
37,25
38,15
39,17
40,16
41,20
42,13
43,15
44,12
45,21
46,13
47,14
48,24
49,0
50,7
51,3
52,21
53,20
54,15
55,6
56,5
57,9
58,5
59,14
60,12
61,2
62,11
63,10
64,0
65,0
66,18
67,20
68,24
69,21
70,24
71,0
72,21
73,8
74,21
75,18
76,15
77,5
78,2
79,19

Confusion Matrix
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

Precision
A,0.6
B,1.0
C,0.75
D,0.5
E,0.5
F,0.25
G,0.5
H,1.0
I,1.0
J,0.6
K,0.0
L,1.0
M,0.0
N,0.5
O,0.6666666666666666
P,0.5
Q,1.0
R,0.6666666666666666
S,0.75
T,0.3333333333333333
U,0.5
V,0.4
W,0.0
X,0.5
Y,0.4
Z,0.0

Recall
A,0.75
B,0.5
C,0.75
D,0.3333333333333333
E,0.5
F,0.5
G,0.25
H,0.3333333333333333
I,0.3333333333333333
J,0.75
K,0.0
L,0.75
M,0.0
N,0.5
O,0.6666666666666666
P,0.6666666666666666
Q,0.3333333333333333
R,0.5
S,1.0
T,0.5
U,1.0
V,0.6666666666666666
W,0.0
X,0.5
Y,0.6666666666666666
Z,0.0

F1-Measure
A,0.6666666666666665
B,0.6666666666666666
C,0.75
D,0.4
E,0.5
F,0.3333333333333333
G,0.3333333333333333
H,0.5
I,0.5
J,0.6666666666666665
K,0.0
L,0.8571428571428571
M,0.0
N,0.5
O,0.6666666666666666
P,0.5714285714285715
Q,0.5
R,0.5714285714285715
S,0.8571428571428571
T,0.4
U,0.6666666666666666
V,0.5
W,0.0
X,0.5
Y,0.5
Z,0.0

Occurence Count
A,4
B,2
C,4
D,3
E,2
F,2
G,4
H,3
I,3
J,4
K,3
L,4
M,3
N,4
O,3
P,3
Q,3
R,4
S,3
T,2
U,3
V,3
W,3
X,2
Y,3
Z,3

Accuracy,0.5
Macro F1-Measure,0.47719780219780217
Weighted F1-Measure,0.4895833333333333
